From	Entry	Gene.Names..primary.	ENTREZID
Q8N1G4	Q8N1G4	LRRC47	57470
Q8N1N4	Q8N1N4	KRT78	196374
Q8N1W1	Q8N1W1	ARHGEF28	64283
Q8N201	Q8N201	INTS1	26173
Q8N2E2	Q8N2E2	VWDE	221806
Q8N2F6	Q8N2F6	ARMC10	83787
Q8N2G8	Q8N2G8	GHDC	84514
Q8N2H3	Q8N2H3	PYROXD2	84795
Q8N2K0	Q8N2K0	ABHD12	26090
Q8N2S1	Q8N2S1	LTBP4	8425
Q8N2U0	Q8N2U0	TMEM256	254863
Q8N335	Q8N335	GPD1L	23171
Q8N357	Q8N357	SLC35F6	54978
Q8N392	Q8N392	ARHGAP18	93663
Q8N398	Q8N398	VWA5B2	90113
Q8N3C0	Q8N3C0	ASCC3	10973
Q8N3D4	Q8N3D4	EHBP1L1	254102
Q8N3F0	Q8N3F0	MTURN	222166
Q8N3J5	Q8N3J5	PPM1K	152926
Q8N3P4	Q8N3P4	VPS8	23355
Q8N3R9	Q8N3R9	PALS1	64398
Q8N3U4	Q8N3U4	STAG2	10735
Q8N3V7	Q8N3V7	SYNPO	11346
Q8N3X1	Q8N3X1	FNBP4	23360
Q8N442	Q8N442	GUF1	60558
Q8N465	Q8N465	D2HGDH	728294
Q8N488	Q8N488	RYBP	23429
Q8N4C8	Q8N4C8	MINK1	50488
Q8N4H5	Q8N4H5	TOMM5	401505
Q8N4L2	Q8N4L2	PIP4P2	55529
Q8N4P3	Q8N4P3	HDDC3	374659
Q8N4Q0	Q8N4Q0	PTGR3	284273
Q8N4Q1	Q8N4Q1	CHCHD4	131474
Q8N4S9	Q8N4S9	MARVELD2	153562
Q8N4T8	Q8N4T8	CBR4	84869
Q8N4V1	Q8N4V1	MMGT1	93380
Q8N4Y2	Q8N4Y2	CRACR2B	283229
Q8N573	Q8N573	OXR1	55074
Q8N5A5	Q8N5A5	ZGPAT	84619
Q8N5C6	Q8N5C6	SRBD1	55133
Q8N5F7	Q8N5F7	NKAP	79576
Q8N5G2	Q8N5G2	MACO1	55219
Q8N5I2	Q8N5I2	ARRDC1	92714
Q8N5J2	Q8N5J2	MINDY1	55793
Q8N5K1	Q8N5K1	CISD2	493856
Q8N5M1	Q8N5M1	ATPAF2	91647
Q8N5M4	Q8N5M4	TTC9C	283237
Q8N5M9	Q8N5M9	JAGN1	84522
Q8N5N7	Q8N5N7	MRPL50	54534
Q8N5X7	Q8N5X7	EIF4E3	317649
Q8N612	Q8N612	FHIP1B	84067
Q8N668	Q8N668	COMMD1	150684
Q8N684	Q8N684	CPSF7	79869
Q8N6C5	Q8N6C5	IGSF1	3547
Q8N6H7	Q8N6H7	ARFGAP2	84364
Q8N6M0	Q8N6M0	OTUD6B	51633
Q8N6T3	Q8N6T3	ARFGAP1	55738
Q8N6T7	Q8N6T7	SIRT6	51548
Q8N755	Q8N755	SLC66A3	130814
Q8N766	Q8N766	EMC1	23065
Q8N7H5	Q8N7H5	PAF1	54623
Q8N806	Q8N806	UBR7	55148
Q8N8A2	Q8N8A2	ANKRD44	91526
Q8N8L6	Q8N8L6	ARL10	285598
Q8N8N7	Q8N8N7	PTGR2	145482
Q8N8R3	Q8N8R3	SLC25A29	123096
Q8N8S7	Q8N8S7	ENAH	55740
Q8N944	Q8N944	AMER3	205147
Q8N983	Q8N983	MRPL43	84545
Q8N9N2	Q8N9N2	ASCC1	51008
Q8N9N7	Q8N9N7	LRRC57	255252
Q8N9N8	Q8N9N8	EIF1AD	84285
Q8N9R8	Q8N9R8	SCAI	286205
Q8N9U0	Q8N9U0	TC2N	123036
Q8NAF0	Q8NAF0	ZNF579	163033
Q8NAN2	Q8NAN2	MIGA1	374986
Q8NAT1	Q8NAT1	POMGNT2	84892
Q8NAV1	Q8NAV1	PRPF38A	84950
Q8NAX2	Q8NAX2	KDF1	126695
Q8NB37	Q8NB37	GATD1	347862
Q8NB90	Q8NB90	AFG2A	166378
Q8NBA8	Q8NBA8	DTWD2	285605
Q8NBF2	Q8NBF2	NHLRC2	374354
Q8NBF6	Q8NBF6	AVL9	23080
Q8NBJ4	Q8NBJ4	GOLM1	51280
Q8NBJ5	Q8NBJ5	COLGALT1	79709
Q8NBJ7	Q8NBJ7	SUMF2	25870
Q8NBJ9	Q8NBJ9	SIDT2	51092
Q8NBL1	Q8NBL1	POGLUT1	56983
Q8NBM4	Q8NBM4	UBAC2	337867
Q8NBM8	Q8NBM8	PCYOX1L	78991
Q8NBN3	Q8NBN3	TMEM87A	25963
Q8NBN7	Q8NBN7	RDH13	112724
Q8NBQ5	Q8NBQ5	HSD17B11	51170
Q8NBS9	Q8NBS9	TXNDC5	81567
Q8NBU5	Q8NBU5	ATAD1	84896
Q8NBX0	Q8NBX0	SCCPDH	51097
Q8NC44	Q8NC44	RETREG2	79137
Q8NC51	Q8NC51	SERBP1	26135
Q8NC56	Q8NC56	LEMD2	221496
Q8NC69	Q8NC69	KCTD6	200845
Q8NC96	Q8NC96	NECAP1	25977
Q8NCA5	Q8NCA5	FAM98A	25940
Q8NCH0	Q8NCH0	CHST14	113189
Q8NCJ5	Q8NCJ5	SPRYD3	84926
Q8NCM8	Q8NCM8	DYNC2H1	79659
Q8NCN5	Q8NCN5	PDPR	55066
Q8NCU7	Q8NCU7	C2CD4A	145741
Q8NCW5	Q8NCW5	NAXE	128240
Q8ND24	Q8ND24	RNF214	257160
Q8ND56	Q8ND56	LSM14A	26065
Q8ND71	Q8ND71	GIMAP8	155038
Q8ND76	Q8ND76	CCNY	219771
Q8ND90	Q8ND90	PNMA1	9240
Q8NDA8	Q8NDA8	MROH1	727957
Q8NDH3	Q8NDH3	NPEPL1	79716
Q8NDI1	Q8NDI1	EHBP1	23301
Q8NDT2	Q8NDT2	RBM15B	29890
Q8NDX5	Q8NDX5	PHC3	80012
Q8NE01	Q8NE01	CNNM3	26505
Q8NE62	Q8NE62	CHDH	55349
Q8NE71	Q8NE71	ABCF1	23
Q8NE86	Q8NE86	MCU	90550
Q8NEB9	Q8NEB9	PIK3C3	5289
Q8NEC7	Q8NEC7	GSTCD	79807
Q8NEN9	Q8NEN9	PDZD8	118987
Q8NEU8	Q8NEU8	APPL2	55198
Q8NEW0	Q8NEW0	SLC30A7	148867
Q8NEX9	Q8NEX9	SDR9C7	121214
Q8NEY1	Q8NEY1	NAV1	89796
Q8NEZ2	Q8NEZ2	VPS37A	137492
Q8NEZ5	Q8NEZ5	FBXO22	26263
Q8NF37	Q8NF37	LPCAT1	79888
Q8NF91	Q8NF91	SYNE1	23345
Q8NFC6	Q8NFC6	BOD1L1	259282
Q8NFD5	Q8NFD5	ARID1B	57492
Q8NFF5	Q8NFF5	FLAD1	80308
Q8NFH3	Q8NFH3	NUP43	348995
Q8NFH4	Q8NFH4	NUP37	79023
Q8NFH5	Q8NFH5	NUP35	129401
Q8NFH8	Q8NFH8	REPS2	9185
Q8NFI3	Q8NFI3	ENGASE	64772
Q8NFJ9	Q8NFJ9	BBS1	582
Q8NFP9	Q8NFP9	NBEA	26960
Q8NFQ8	Q8NFQ8	TOR1AIP2	NA
Q8NFU3	Q8NFU3	TSTD1	100131187
Q8NFV4	Q8NFV4	ABHD11	83451
Q8NFW8	Q8NFW8	CMAS	55907
Q8NG11	Q8NG11	TSPAN14	81619
Q8NHG7	Q8NHG7	SVIP	258010
Q8NHG8	Q8NHG8	ZNRF2	223082
Q8NHH9	Q8NHH9	ATL2	64225
Q8NHP8	Q8NHP8	PLBD2	196463
Q8NI08	Q8NI08	NCOA7	135112
Q8NI22	Q8NI22	MCFD2	90411
Q8NI27	Q8NI27	THOC2	57187
Q8NI36	Q8NI36	WDR36	134430
Q8NI60	Q8NI60	COQ8A	56997
Q8TAD7	Q8TAD7	OCC1	387882
Q8TAD8	Q8TAD8	SNIP1	79753
Q8TAE6	Q8TAE6	PPP1R14C	81706
Q8TAE8	Q8TAE8	GADD45GIP1	90480
Q8TAF3	Q8TAF3	WDR48	57599
Q8TAG9	Q8TAG9	EXOC6	54536
Q8TAP9	Q8TAP9	MPLKIP	136647
Q8TAQ2	Q8TAQ2	SMARCC2	6601
Q8TAT6	Q8TAT6	NPLOC4	55666
Q8TB22	Q8TB22	SPATA20	64847
Q8TB36	Q8TB36	GDAP1	54332
Q8TB37	Q8TB37	NUBPL	80224
Q8TB40	Q8TB40	ABHD4	63874
Q8TB45	Q8TB45	DEPTOR	64798
Q8TB61	Q8TB61	SLC35B2	347734
Q8TB72	Q8TB72	PUM2	23369
Q8TB96	Q8TB96	ITFG1	81533
Q8TBA6	Q8TBA6	GOLGA5	9950
Q8TBC4	Q8TBC4	UBA3	9039
Q8TBC5	Q8TBC5	ZSCAN18	65982
Q8TBF4	Q8TBF4	ZCRB1	85437
Q8TBP5	Q8TBP5	FAM174A	345757
Q8TBQ9	Q8TBQ9	TMEM167A	153339
Q8TBX8	Q8TBX8	PIP4K2C	79837
Q8TC07	Q8TC07	TBC1D15	64786
Q8TC12	Q8TC12	RDH11	51109
Q8TC26	Q8TC26	TMEM163	81615
Q8TCD1	Q8TCD1	C18orf32	497661
Q8TCD5	Q8TCD5	NT5C	30833
Q8TCE6	Q8TCE6	DENND10	404636
Q8TCG2	Q8TCG2	PI4K2B	55300
Q8TCJ2	Q8TCJ2	STT3B	201595
Q8TCS8	Q8TCS8	PNPT1	87178
Q8TCT9	Q8TCT9	HM13	81502
Q8TCU6	Q8TCU6	PREX1	57580
Q8TCX1	Q8TCX1	DYNC2LI1	51626
Q8TCY9	Q8TCY9	URGCP	55665
Q8TCZ2	Q8TCZ2	CD99L2	83692
Q8TD19	Q8TD19	NEK9	91754
Q8TD26	Q8TD26	CHD6	84181
Q8TD55	Q8TD55	PLEKHO2	80301
Q8TDB6	Q8TDB6	DTX3L	151636
Q8TDD1	Q8TDD1	DDX54	79039
Q8TDJ6	Q8TDJ6	DMXL2	23312
Q8TDN6	Q8TDN6	BRIX1	55299
Q8TDQ7	Q8TDQ7	GNPDA2	132789
Q8TDZ2	Q8TDZ2	MICAL1	64780
Q8TE77	Q8TE77	SSH3	54961
Q8TE82	Q8TE82	SH3TC1	54436
Q8TEA7	Q8TEA7	TBCK	93627
Q8TEA8	Q8TEA8	DTD1	92675
Q8TEB1	Q8TEB1	DCAF11	80344
Q8TEM1	Q8TEM1	NUP210	23225
Q8TEQ0	Q8TEQ0	SNX29	92017
Q8TEQ6	Q8TEQ6	GEMIN5	25929
Q8TEQ8	Q8TEQ8	PIGO	84720
Q8TER5	Q8TER5	ARHGEF40	55701
Q8TEW0	Q8TEW0	PARD3	56288
Q8TEX9	Q8TEX9	IPO4	79711
Q8TEY7	Q8TEY7	USP33	23032
Q8TF01	Q8TF01	PNISR	25957
Q8TF05	Q8TF05	PPP4R1	9989
Q8TF39	Q8TF39	ZNF483	158399
Q8TF65	Q8TF65	GIPC2	54810
Q8TF71	Q8TF71	SLC16A10	117247
Q8TF72	Q8TF72	SHROOM3	57619
Q8TF74	Q8TF74	WIPF2	147179
Q8WTS6	Q8WTS6	SETD7	80854
Q8WTT2	Q8WTT2	NOC3L	64318
Q8WTW3	Q8WTW3	COG1	9382
Q8WTW4	Q8WTW4	NPRL2	10641
Q8WU76	Q8WU76	SCFD2	152579
Q8WU79	Q8WU79	SMAP2	64744
Q8WU90	Q8WU90	ZC3H15	55854
Q8WUA2	Q8WUA2	PPIL4	85313
Q8WUA4	Q8WUA4	GTF3C2	2976
Q8WUA7	Q8WUA7	TBC1D22A	25771
Q8WUD1	Q8WUD1	RAB2B	84932
Q8WUF5	Q8WUF5	PPP1R13L	10848
Q8WUF8	Q8WUF8	ARB2A	83989
Q8WUG5	Q8WUG5	SLC22A17	51310
Q8WUH2	Q8WUH2	TGFBRAP1	9392
Q8WUH6	Q8WUH6	TMEM263	90488
Q8WUM0	Q8WUM0	NUP133	55746
Q8WUM4	Q8WUM4	PDCD6IP	10015
Q8WUP2	Q8WUP2	FBLIM1	54751
Q8WUW1	Q8WUW1	BRK1	55845
Q8WUX9	Q8WUX9	CHMP7	91782
Q8WUY1	Q8WUY1	THEM6	51337
Q8WUY3	Q8WUY3	PRUNE2	158471
Q8WV44	Q8WV44	TRIM41	90933
Q8WV99	Q8WV99	ZFAND2B	130617
Q8WVC0	Q8WVC0	LEO1	123169
Q8WVC6	Q8WVC6	DCAKD	79877
Q8WVJ2	Q8WVJ2	NUDCD2	134492
Q8WVK2	Q8WVK2	SNRNP27	11017
Q8WVM7	Q8WVM7	STAG1	10274
Q8WVM8	Q8WVM8	SCFD1	23256
Q8WVQ1	Q8WVQ1	CANT1	124583
Q8WVS4	Q8WVS4	DYNC2I1	55112
Q8WVT3	Q8WVT3	TRAPPC12	51112
Q8WVV4	Q8WVV4	POF1B	79983
Q8WVV9	Q8WVV9	HNRNPLL	92906
Q8WVY7	Q8WVY7	UBLCP1	134510
Q8WW12	Q8WW12	PCNP	57092
Q8WW22	Q8WW22	DNAJA4	55466
Q8WW59	Q8WW59	SPRYD4	283377
Q8WW62	Q8WW62	TMED6	146456
Q8WWC4	Q8WWC4	MAIP1	79568
Q8WWH5	Q8WWH5	TRUB1	142940
Q8WWI1	Q8WWI1	LMO7	4008
Q8WWI5	Q8WWI5	SLC44A1	23446
Q8WWM7	Q8WWM7	ATXN2L	11273
Q8WWP7	Q8WWP7	GIMAP1	170575
Q8WWQ0	Q8WWQ0	PHIP	55023
Q8WWW0	Q8WWW0	RASSF5	83593
Q8WWX9	Q8WWX9	SELENOM	140606
Q8WWY3	Q8WWY3	PRPF31	26121
Q8WWY7	Q8WWY7	WFDC12	128488
Q8WWZ3	Q8WWZ3	EDARADD	128178
Q8WWZ7	Q8WWZ7	ABCA5	23461
Q8WX77	Q8WX77	IGFBPL1	347252
Q8WX92	Q8WX92	NELFB	25920
Q8WX93	Q8WX93	PALLD	23022
Q8WXA3	Q8WXA3	RUFY2	55680
Q8WXA9	Q8WXA9	SREK1	140890
Q8WXD2	Q8WXD2	SCG3	29106
Q8WXE0	Q8WXE0	CASKIN2	57513
Q8WXF1	Q8WXF1	PSPC1	55269
Q8WXF7	Q8WXF7	ATL1	51062
Q8WXG6	Q8WXG6	MADD	8567
Q8WXH0	Q8WXH0	SYNE2	23224
Q8WXI9	Q8WXI9	GATAD2B	57459
Q8WXU2	Q8WXU2	DNAAF4	161582
Q8WXX5	Q8WXX5	DNAJC9	23234
Q8WY22	Q8WY22	BRI3BP	140707
Q8WY36	Q8WY36	BBX	56987
Q8WY54	Q8WY54	PPM1E	22843
Q8WYA6	Q8WYA6	CTNNBL1	56259
Q8WYP5	Q8WYP5	AHCTF1	25909
Q8WZ42	Q8WZ42	TTN	7273
Q8WZ82	Q8WZ82	OVCA2	124641
Q8WZA0	Q8WZA0	LZIC	84328
Q8WZA1	Q8WZA1	POMGNT1	55624
Q8WZA2	Q8WZA2	RAPGEF4	11069
Q8WZA9	Q8WZA9	IRGQ	126298
Q92485	Q92485	SMPDL3B	27293
Q92499	Q92499	DDX1	1653
Q92503	Q92503	SEC14L1	6397
Q92504	Q92504	SLC39A7	7922
Q92506	Q92506	HSD17B8	7923
Q92520	Q92520	FAM3C	10447
Q92522	Q92522	H1-10	8971
Q92530	Q92530	PSMF1	9491
Q92538	Q92538	GBF1	8729
Q92541	Q92541	RTF1	23168
Q92542	Q92542	NCSTN	23385
Q92544	Q92544	TM9SF4	9777
Q92551	Q92551	IP6K1	9807
Q92552	Q92552	MRPS27	23107
Q92564	Q92564	DCUN1D4	23142
Q92572	Q92572	AP3S1	1176
Q92574	Q92574	TSC1	7248
Q92575	Q92575	UBXN4	23190
Q92576	Q92576	PHF3	23469
Q92581	Q92581	SLC9A6	10479
Q92597	Q92597	NDRG1	10397
Q92598	Q92598	HSPH1	10808
Q92599	Q92599	SEPTIN8	23176
Q92600	Q92600	CNOT9	9125
Q92604	Q92604	LPGAT1	9926
Q92609	Q92609	TBC1D5	9779
Q92610	Q92610	ZNF592	9640
Q92614	Q92614	MYO18A	399687
Q92615	Q92615	LARP4B	23185
Q92616	Q92616	GCN1	10985
Q92619	Q92619	ARHGAP45	23526
Q92620	Q92620	DHX38	9785
Q92621	Q92621	NUP205	23165
Q92626	Q92626	PXDN	7837
Q92629	Q92629	SGCD	6444
Q92643	Q92643	PIGK	10026
Q92665	Q92665	MRPS31	10240
Q92667	Q92667	AKAP1	8165
Q92673	Q92673	SORL1	6653
Q92688	Q92688	ANP32B	10541
Q92692	Q92692	NECTIN2	5819
Q92696	Q92696	RABGGTA	5875
Q92733	Q92733	PRCC	5546
Q92734	Q92734	TFG	10342
Q92747	Q92747	ARPC1A	10552
Q92752	Q92752	TNR	7143
Q92759	Q92759	GTF2H4	2968
Q92765	Q92765	FRZB	2487
Q92769	Q92769	HDAC2	3066
Q92783	Q92783	STAM	8027
Q92785	Q92785	DPF2	5977
Q92786	Q92786	PROX1	5629
Q92796	Q92796	DLG3	1741
Q92797	Q92797	SYMPK	8189
Q92804	Q92804	TAF15	8148
Q92805	Q92805	GOLGA1	2800
Q92817	Q92817	EVPL	2125
Q92820	Q92820	GGH	8836
Q92823	Q92823	NRCAM	4897
Q92841	Q92841	DDX17	10521
Q92843	Q92843	BCL2L2	599
Q92845	Q92845	KIFAP3	22920
Q92859	Q92859	NEO1	4756
Q92874	Q92874	DNASE1L2	1775
Q92878	Q92878	RAD50	10111
Q92879	Q92879	CELF1	10658
Q92882	Q92882	OSTF1	26578
Q92888	Q92888	ARHGEF1	9138
Q92889	Q92889	ERCC4	2072
Q92890	Q92890	UFD1	7353
Q92896	Q92896	GLG1	2734
Q92900	Q92900	UPF1	5976
Q92902	Q92902	HPS1	3257
Q92905	Q92905	COPS5	10987
Q92917	Q92917	GPKOW	27238
Q92922	Q92922	SMARCC1	6599
Q92925	Q92925	SMARCD2	6603
Q92930	Q92930	RAB8B	51762
Q92932	Q92932	PTPRN2	5799
Q92945	Q92945	KHSRP	8570
Q92947	Q92947	GCDH	2639
Q92953	Q92953	KCNB2	9312
Q92954	Q92954	PRG4	10216
Q92959	Q92959	SLCO2A1	6578
Q92973	Q92973	TNPO1	3842
Q92974	Q92974	ARHGEF2	9181
Q92989	Q92989	CLP1	10978
Q92994	Q92994	BRF1	2972
Q92995	Q92995	USP13	8975
Q92997	Q92997	DVL3	1857
Q93008	Q93008	USP9X	8239
Q93009	Q93009	USP7	7874
Q93034	Q93034	CUL5	8065
Q93045	Q93045	STMN2	11075
Q93050	Q93050	ATP6V0A1	535
Q93052	Q93052	LPP	4026
Q93062	Q93062	RBPMS	11030
Q93084	Q93084	ATP2A3	489
Q93099	Q93099	HGD	3081
Q93100	Q93100	PHKB	5257
Q969E2	Q969E2	SCAMP4	113178
Q969E3	Q969E3	UCN3	114131
Q969E4	Q969E4	TCEAL3	85012
Q969E8	Q969E8	TSR2	90121
Q969G3	Q969G3	SMARCE1	6605
Q969G5	Q969G5	CAVIN3	112464
Q969H4	Q969H4	CNKSR1	10256
Q969H8	Q969H8	MYDGF	56005
Q969I6	Q969I6	SLC38A4	55089
Q969J3	Q969J3	BORCS5	118426
Q969L2	Q969L2	MAL2	114569
Q969M3	Q969M3	YIPF5	81555
Q969M7	Q969M7	UBE2F	140739
Q969N2	Q969N2	PIGT	51604
Q969Q0	Q969Q0	RPL36AL	6166
Q969Q5	Q969Q5	RAB24	53917
Q969S2	Q969S2	NEIL2	252969
Q969S3	Q969S3	ZNF622	90441
Q969S9	Q969S9	GFM2	84340
Q969T7	Q969T7	NT5C3B	115024
Q969T9	Q969T9	WBP2	23558
Q969V3	Q969V3	NCLN	56926
Q969V5	Q969V5	MUL1	79594
Q969X1	Q969X1	TMBIM1	64114
Q969X5	Q969X5	ERGIC1	57222
Q969X6	Q969X6	UTP4	84916
Q969Z0	Q969Z0	TBRG4	9238
Q969Z3	Q969Z3	MTARC2	54996
Q96A26	Q96A26	FAM162A	26355
Q96A33	Q96A33	CCDC47	57003
Q96A35	Q96A35	MRPL24	79590
Q96A49	Q96A49	SYAP1	94056
Q96A57	Q96A57	TMEM230	29058
Q96A65	Q96A65	EXOC4	60412
Q96A72	Q96A72	MAGOHB	55110
Q96AA3	Q96AA3	RFT1	91869
Q96AB3	Q96AB3	ISOC2	79763
Q96AC1	Q96AC1	FERMT2	10979
Q96AE4	Q96AE4	FUBP1	8880
Q96AG3	Q96AG3	SLC25A46	91137
Q96AG4	Q96AG4	LRRC59	55379
Q96AJ9	Q96AJ9	VTI1A	143187
Q96AP7	Q96AP7	ESAM	90952
Q96AQ6	Q96AQ6	PBXIP1	57326
Q96AQ8	Q96AQ8	MCUR1	63933
Q96AT9	Q96AT9	RPE	6120
Q96AX1	Q96AX1	VPS33A	65082
Q96AZ6	Q96AZ6	ISG20	3669
Q96B23	Q96B23	ARK2N	147339
Q96B36	Q96B36	AKT1S1	84335
Q96B45	Q96B45	BORCS7	119032
Q96B49	Q96B49	TOMM6	100188893
Q96B97	Q96B97	SH3KBP1	30011
Q96BH1	Q96BH1	RNF25	64320
Q96BJ3	Q96BJ3	AIDA	64853
Q96BM9	Q96BM9	ARL8A	127829
Q96BP3	Q96BP3	PPWD1	23398
Q96BQ5	Q96BQ5	CCDC127	133957
Q96BS2	Q96BS2	TESC	54997
Q96BW1	Q96BW1	UPRT	139596
Q96BW5	Q96BW5	PTER	9317
Q96BW9	Q96BW9	TAMM41	132001
Q96BY6	Q96BY6	DOCK10	55619
Q96BY7	Q96BY7	ATG2B	55102
Q96BZ9	Q96BZ9	TBC1D20	128637
Q96C01	Q96C01	FAM136A	84908
Q96C11	Q96C11	FGGY	55277
Q96C19	Q96C19	EFHD2	79180
Q96C23	Q96C23	GALM	130589
Q96C34	Q96C34	RUNDC1	146923
Q96C36	Q96C36	PYCR2	29920
Q96C86	Q96C86	DCPS	28960
Q96C90	Q96C90	PPP1R14B	26472
Q96CB8	Q96CB8	INTS12	57117
Q96CB9	Q96CB9	NSUN4	387338
Q96CD0	Q96CD0	FBXL8	55336
Q96CF2	Q96CF2	CHMP4C	92421
Q96CM8	Q96CM8	ACSF2	80221
Q96CN4	Q96CN4	EVI5L	115704
Q96CN7	Q96CN7	ISOC1	51015
Q96CN9	Q96CN9	GCC1	79571
Q96CP2	Q96CP2	FLYWCH2	114984
Q96CP6	Q96CP6	GRAMD1A	57655
Q96CS3	Q96CS3	FAF2	23197
Q96CT7	Q96CT7	CCDC124	115098
Q96CU9	Q96CU9	FOXRED1	55572
Q96CV9	Q96CV9	OPTN	10133
Q96CW1	Q96CW1	AP2M1	1173
Q96CW5	Q96CW5	TUBGCP3	10426
Q96CX2	Q96CX2	KCTD12	115207
Q96D05	Q96D05	FAM241B	219738
Q96D15	Q96D15	RCN3	57333
Q96D46	Q96D46	NMD3	51068
Q96D53	Q96D53	COQ8B	79934
Q96D71	Q96D71	REPS1	85021
Q96DA0	Q96DA0	ZG16B	124220
Q96DA2	Q96DA2	RAB39B	116442
Q96DA6	Q96DA6	DNAJC19	131118
Q96DB5	Q96DB5	RMDN1	51115
Q96DC8	Q96DC8	ECHDC3	79746
Q96DE0	Q96DE0	NUDT16	131870
Q96DG6	Q96DG6	CMBL	134147
Q96DH6	Q96DH6	MSI2	124540
Q96DI7	Q96DI7	SNRNP40	9410
Q96DM3	Q96DM3	RMC1	29919
Q96DN0	Q96DN0	ERP27	121506
Q96DR8	Q96DR8	MUCL1	118430
Q96DV4	Q96DV4	MRPL38	64978
Q96DX5	Q96DX5	ASB9	140462
Q96DZ1	Q96DZ1	ERLEC1	27248
Q96E11	Q96E11	MRRF	92399
Q96E17	Q96E17	RAB3C	115827
Q96E39	Q96E39	RBMXL1	494115
Q96EB1	Q96EB1	ELP4	26610
Q96EC8	Q96EC8	YIPF6	286451
Q96ED9	Q96ED9	HOOK2	29911
Q96EE3	Q96EE3	SEH1L	81929
Q96EI5	Q96EI5	TCEAL4	79921
Q96EK5	Q96EK5	KIFBP	26128
Q96EK7	Q96EK7	FAM120B	84498
Q96EK9	Q96EK9	KTI12	112970
Q96EL2	Q96EL2	MRPS24	64951
Q96EL3	Q96EL3	MRPL53	116540
Q96EP0	Q96EP0	RNF31	55072
Q96EP5	Q96EP5	DAZAP1	26528
Q96EQ0	Q96EQ0	SGTB	54557
Q96ER3	Q96ER3	SAAL1	113174
Q96ER9	Q96ER9	CCDC51	79714
Q96ES7	Q96ES7	SGF29	112869
Q96ET8	Q96ET8	TVP23C	201158
Q96EU7	Q96EU7	C1GALT1C1	29071
Q96EV8	Q96EV8	DTNBP1	84062
Q96EY1	Q96EY1	DNAJA3	9093
Q96EY4	Q96EY4	TMA16	55319
Q96EY7	Q96EY7	PTCD3	55037
Q96EY8	Q96EY8	MMAB	326625
Q96F07	Q96F07	CYFIP2	26999
Q96F63	Q96F63	CCDC97	90324
Q96F86	Q96F86	EDC3	80153
Q96FC7	Q96FC7	PHYHIPL	84457
Q96FH0	Q96FH0	BORCS8	729991
Q96FJ2	Q96FJ2	DYNLL2	140735
Q96FQ6	Q96FQ6	S100A16	140576
Q96FS4	Q96FS4	SIPA1	6494
Q96FV2	Q96FV2	SCRN2	90507
Q96FV9	Q96FV9	THOC1	9984
Q96FW1	Q96FW1	OTUB1	55611
Q96FX8	Q96FX8	PERP	64065
Q96FZ5	Q96FZ5	CMTM7	112616
Q96FZ7	Q96FZ7	CHMP6	79643
Q96G03	Q96G03	PGM2	55276
Q96G21	Q96G21	IMP4	92856
Q96G23	Q96G23	CERS2	29956
Q96G28	Q96G28	CFAP36	112942
Q96G46	Q96G46	DUS3L	56931
Q96G97	Q96G97	BSCL2	26580
Q96GA7	Q96GA7	SDSL	113675
Q96GC5	Q96GC5	MRPL48	51642
Q96GC9	Q96GC9	VMP1	81671
Q96GD0	Q96GD0	PDXP	57026
Q96GG9	Q96GG9	DCUN1D1	54165
Q96GM5	Q96GM5	SMARCD1	6602
Q96GM8	Q96GM8	TOE1	114034
Q96GQ5	Q96GQ5	RUSF1	64755
Q96GQ7	Q96GQ7	DDX27	55661
Q96GS4	Q96GS4	BORCS6	54785
Q96GS6	Q96GS6	ABHD17A	81926
Q96GX2	Q96GX2	ATXN7L3B	552889
Q96GX9	Q96GX9	APIP	51074
Q96GY0	Q96GY0	ZC2HC1A	51101
Q96GZ6	Q96GZ6	SLC41A3	54946
Q96H20	Q96H20	SNF8	11267
Q96H79	Q96H79	ZC3HAV1L	92092
Q96HA1	Q96HA1	POM121	9883
Q96HC4	Q96HC4	PDLIM5	10611
Q96HD1	Q96HD1	CRELD1	78987
Q96HE7	Q96HE7	ERO1A	30001
Q96HH9	Q96HH9	GRAMD2B	65983
Q96HJ9	Q96HJ9	FMC1	154791
Q96HL8	Q96HL8	SH3YL1	26751
Q96HN2	Q96HN2	AHCYL2	23382
Q96HP0	Q96HP0	DOCK6	57572
Q96HQ2	Q96HQ2	CDKN2AIPNL	91368
Q96HR9	Q96HR9	REEP6	92840
Q96HS1	Q96HS1	PGAM5	192111
Q96HU1	Q96HU1	SGSM3	27352
Q96HW7	Q96HW7	INTS4	92105
Q96HY6	Q96HY6	DDRGK1	65992
Q96HY7	Q96HY7	DHTKD1	55526
Q96I15	Q96I15	SCLY	51540
Q96I24	Q96I24	FUBP3	8939
Q96I25	Q96I25	RBM17	84991
Q96I59	Q96I59	NARS2	79731
Q96I99	Q96I99	SUCLG2	8801
Q96IJ6	Q96IJ6	GMPPA	29926
Q96IP4	Q96IP4	TENT5A	55603
Q96IU2	Q96IU2	ZBED3	84327
Q96IU4	Q96IU4	ABHD14B	84836
Q96IV0	Q96IV0	NGLY1	55768
Q96IX5	Q96IX5	ATP5MK	84833
Q96IZ0	Q96IZ0	PAWR	5074
Q96IZ7	Q96IZ7	RSRC1	51319
Q96J01	Q96J01	THOC3	84321
Q96J42	Q96J42	TXNDC15	79770
